,Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago
1440,0.802,Mon Jan 16 17:15:31 +0000 2017,0.0,0.728,0.272,@TheAmyWriter Thanks. Please check spam/junk folders. DM us your email address if you are not seeing it and we'll be glad to look into this.,1441
1441,-0.0023,Mon Jan 16 17:04:45 +0000 2017,0.143,0.75,0.107,@TheAmyWriter Sorry to hear you are having trouble logging in. Are you using the MINDBODY® app? If so please try reinstalling the app first.,1442
1442,0.0,Mon Jan 16 12:38:34 +0000 2017,0.0,1.0,0.0,"@Feel_the_air Thankyou for the Direct message, we are taking a look now and will respond to you from there.",1443
1443,0.7184,Mon Jan 16 11:47:43 +0000 2017,0.0,0.667,0.333,"Thank you, @Feel_the_air a screen shot will help us troubleshoot reconnecting your MINDBODY Account with the MINDBODY App.",1444
1444,0.3182,Mon Jan 16 08:05:06 +0000 2017,0.0,0.905,0.095,"@Feel_the_air Could you tell us if this relates to the MINDBODY App or a business specific App, and could you please send us a screenshot?",1445
1445,0.4019,Mon Jan 16 02:40:03 +0000 2017,0.0,0.837,0.163,@NikkiLizMurray We've created a Work Item and added you. Our Development Team will use this to notify you when it's resolved. (2/2),1446
1446,0.0258,Mon Jan 16 02:39:06 +0000 2017,0.129,0.691,0.18,@NikkiLizMurray Thank you for getting back to us with that additional information. We apologize for the misunderstanding. (1/2),1447
1447,0.1007,Sun Jan 15 22:46:16 +0000 2017,0.057,0.87,0.074,"@rjacoby13 @ChillSpaceNYC 
Sorry to hear about that! This is controlled by a site setting. We've reached out to the business on your behalf.",1448
1448,-0.34,Sun Jan 15 07:12:16 +0000 2017,0.142,0.813,0.045,"@DeborahIvanoff Sorry that we missed you on attempted calls. We have your email, a supervisor will reach out to you on your preferred times.",1449
1449,0.3612,Sun Jan 15 00:20:44 +0000 2017,0.0,0.902,0.098,"@PureVibesNovi Thank you for contacting us. We see that ""Suite 107"" was added to the listed address. Is this the change you're referring to?",1450
1450,0.6124,Sat Jan 14 06:54:56 +0000 2017,0.0,0.706,0.294,@DeborahIvanoff If there is anything else we can help with please let us know.,1451
1451,-0.1901,Sat Jan 14 06:54:41 +0000 2017,0.122,0.745,0.133,"@DeborahIvanoff We're glad to hear you heard from Will. Regarding your Voicemail, we apologize but there is currently a delay in callbacks.",1452
1452,-0.6124,Sat Jan 14 02:35:20 +0000 2017,0.227,0.773,0.0,@DeborahIvanoff We're sorry to hear that you've had a negative experience. A manager will be contacting you to discuss things further.,1453
1453,0.0,Fri Jan 13 22:24:32 +0000 2017,0.0,1.0,0.0,Today is the last day to apply to speak at the 2017 #BOLDconference. Apply now! https://t.co/wiUkavVLK1,1454
1454,0.4019,Fri Jan 13 00:47:34 +0000 2017,0.0,0.863,0.137,Tulsa yoga studio @CherryStYoga offers a special class for first responders. How do you meet your community's needs? https://t.co/X6z3SzGG8q,1455
1455,0.4588,Thu Jan 12 18:58:10 +0000 2017,0.0,0.5,0.5,@JWilliams_85 You are welcome.,1456
1456,0.128,Thu Jan 12 18:49:12 +0000 2017,0.0,0.884,0.116,"@JWilliams_85 We apologize for the wait in a response to your email, we will have someone reach out to you regarding that.",1457
1457,-0.0772,Thu Jan 12 16:08:00 +0000 2017,0.053,0.947,0.0,@MarkJohnPilates We're sorry for the wait. Would you be able to DM us your contact info? One of our representatives will call you directly.,1458
1458,0.807,Thu Jan 12 01:19:08 +0000 2017,0.0,0.733,0.267,"@kbush4 We'll relay this feedback to our dev team as a feature request on your behalf. Thanks for your input, have a great evening!",1459
1459,0.7995,Thu Jan 12 01:02:25 +0000 2017,0.0,0.738,0.262,"@kbush4 Thank you for that feedback! We're curious to know more: were you hoping to see PayPal as an option in the MINDBODY® app, or online?",1460
1460,0.6369,Thu Jan 12 00:44:06 +0000 2017,0.0,0.826,0.174,"Whatever makes each day feel your best, book it on the MINDBODY app. Learn more about the MINDBODY app at… https://t.co/2Q6W31DnZr",1461
1461,0.7579,Wed Jan 11 23:01:07 +0000 2017,0.0,0.711,0.289,"@sharmadeanreid We would love to discuss this with you further, could you please DM us your contact information?",1462
1462,0.4215,Wed Jan 11 18:04:00 +0000 2017,0.0,0.817,0.183,@keridrugan Thank you for DMing us your number. A member of our team will call you as soon as possible.,1463
1463,0.128,Tue Jan 10 23:44:50 +0000 2017,0.0,0.872,0.128,"First impressions matter, but experience is key to bringing customers back. Learn how to make every visit memorable… https://t.co/1hapkxRwcg",1464
1464,0.3802,Tue Jan 10 13:41:00 +0000 2017,0.0,0.903,0.097,@Sarkies_Proxy Make sure your email is up to date in Business Information on your MBO Site to be informed about all of our updates! (2/2),1465
1465,0.0,Tue Jan 10 13:40:13 +0000 2017,0.0,1.0,0.0,"@Sarkies_Proxy As per MINDBODY Policy, any Information regarding updates is only made available after they go live.   (1/2)",1466
1466,0.4389,Tue Jan 10 13:10:01 +0000 2017,0.0,0.855,0.145,@Sarkies_Proxy We are looking into this for you and will reach out when we have heard from our development team. Thank you for your inquiry!,1467
1467,0.4588,Tue Jan 10 12:52:57 +0000 2017,0.0,0.824,0.176,@mirandalb Have you tried syncing your MINDBODY App with your favorite businesses? Here's how: https://t.co/HArYYCqEQ6,1468
1468,0.5106,Tue Jan 10 06:22:45 +0000 2017,0.0,0.845,0.155,"@EmmaGat To change your MINDBODY site title, feel free to follow the instructions in our article here: https://t.co/JA857F2cVx (2/2)",1469
1469,0.0772,Tue Jan 10 06:22:29 +0000 2017,0.0,0.947,0.053,"@EmmaGat Right now, your MINDBODY site title is ""Body By Simone West Hollywood"". You may want to change this to ""Body By Simone"". (1/2)",1470
1470,0.5093,Tue Jan 10 02:27:54 +0000 2017,0.0,0.549,0.451,@ehungerford @Withings @fitbit You're welcome!,1471
1471,0.765,Tue Jan 10 02:12:31 +0000 2017,0.0,0.72,0.28,"@ehungerford @WithingsSupport @Withings @fitbit 
Thanks for the suggestion. We will be happy to pass this along to our team.",1472
1472,0.1027,Mon Jan 09 21:09:40 +0000 2017,0.092,0.756,0.151,@JacklynDeniseCo Our apologies for the difficulties you've faced. Could you please DM us a contact number? We'll have an agent contact you.,1473
1473,0.5255,Mon Jan 09 20:04:06 +0000 2017,0.098,0.551,0.35,"@stevenharman We apologize for the inconvenience. Please DM us a contact number, and an Agent will reach out directly. Thank you!",1474
1474,0.6696,Sun Jan 08 23:56:03 +0000 2017,0.0,0.718,0.282,@LanceLakey We appreciate the feedback. We've forwarded your request on to our Development Team. Thank you!,1475
1475,0.6249,Sun Jan 08 23:04:16 +0000 2017,0.0,0.758,0.242,"@TetburyPilates 
We appreciate the feedback &amp; have shared this with management. Use this link to submit a callback: https://t.co/Yggtbuz1bH",1476
1476,0.3612,Sun Jan 08 22:48:24 +0000 2017,0.0,0.8,0.2,@SueMarkovitch Thank you for this update and for being so patient.,1477
1477,-0.2263,Sun Jan 08 22:44:36 +0000 2017,0.106,0.829,0.065,"@TetburyPilates 
We apologize for the delay as it has been incredibly busy right now. Can we assist you via Twitter?",1478
1478,-0.2263,Sun Jan 08 22:13:54 +0000 2017,0.111,0.821,0.068,@SueMarkovitch We apologize for the delay it has been incredibly busy right now. Can we assist you via twitter?,1479
1479,0.4404,Sun Jan 08 21:43:19 +0000 2017,0.0,0.843,0.157,@faldwell Thank you for your patience while we reached out to you. We look forward to speaking with you when we call back.,1480
1480,-0.1027,Sun Jan 08 21:18:32 +0000 2017,0.12,0.698,0.182,@faldwell We apologize for the frustration you must be feeling with our longer wait times. We are reaching out again via DM.,1481
1481,0.8271,Sun Jan 08 20:20:54 +0000 2017,0.0,0.674,0.326,@faldwell Please DM us your Studio ID and the information you need help with and we will be happy to assist.,1482
1482,0.7269,Sun Jan 08 20:10:57 +0000 2017,0.044,0.741,0.215,@faldwell We are sorry that has happened. We are aware the wait times are long and are happy to help in any channel we can.,1483
1483,-0.2263,Sun Jan 08 19:57:46 +0000 2017,0.111,0.821,0.068,@faldwell We apologize for the delay it has been incredibly busy right now. Can we assist you via twitter?,1484
1484,0.6597,Sun Jan 08 19:40:38 +0000 2017,0.0,0.766,0.234,@ChristinaPhili5 We apologize you have not been able to get through. Please DM us your studio info and we can help you with this.,1485
1485,0.0258,Sun Jan 08 12:58:51 +0000 2017,0.094,0.809,0.098,"@AllanahWrites Our apologies for the confusion,  can you please DM us with your Studio ID so we can investigate the disconnect.",1486
1486,0.4199,Sun Jan 08 11:56:42 +0000 2017,0.0,0.417,0.583,@Dolcissima Thank you!,1487
1487,0.0,Sun Jan 08 11:52:18 +0000 2017,0.0,1.0,0.0,@Dolcissima Can you DM us your client ID? We will take look for you.,1488
1488,-0.2263,Sun Jan 08 11:44:10 +0000 2017,0.111,0.821,0.068,@Dolcissima We apologize for the delay it has been incredibly busy right now. Can we assist you via twitter?,1489
1489,0.4003,Sat Jan 07 21:36:45 +0000 2017,0.071,0.765,0.164,@TheVossinator Hi Lauren! Sorry to hear you were disconnected. Can we help you out via DM?,1490
1490,0.2023,Sat Jan 07 00:37:34 +0000 2017,0.14,0.61,0.25,@alliedyoga We apologize for the delay. Can we help you out via Twitter?,1491
1491,-0.1027,Sat Jan 07 00:25:08 +0000 2017,0.128,0.765,0.107,Are you starting a new business? Read about ten mistakes that start-up fitness businesses make from @PFPmedia https://t.co/FA8X2kOrbj,1492
1492,0.4404,Fri Jan 06 13:48:53 +0000 2017,0.051,0.824,0.125,@arendwissing1 We're sorry about the wait. We've escalated this to our Client Care team and who will email you shortly about your request.,1493
1493,-0.2263,Fri Jan 06 05:33:39 +0000 2017,0.089,0.856,0.054,"@arendwissing1 We apologize for any delay. We were able to find your open request, a member of our team will be following up with you.",1494
1494,0.8655,Fri Jan 06 01:07:30 +0000 2017,0.079,0.505,0.416,"@PaulBFit Great! We're glad to hear you were able to get your issues resolved, and again apologize for any inconvenience contacting support.",1495
1495,0.7088,Fri Jan 06 00:48:08 +0000 2017,0.0,0.763,0.237,@TurnRVA  We're here to assist! Is there anything we can do to help improve your experience with our software and services?,1496
1496,0.3182,Fri Jan 06 00:29:34 +0000 2017,0.0,0.916,0.084,@PaulBFit We have assigned an agent to call you at the studio. If you are unavailable please DM some times where you are available to speak.,1497
1497,0.0772,Fri Jan 06 00:09:16 +0000 2017,0.0,0.936,0.064,@PaulBFit We have an agent standing by to speak with you. Would you mind DMing us your preferred contact number?,1498
1498,0.9183,Thu Jan 05 23:38:56 +0000 2017,0.0,0.606,0.394,@PaulBFit Our apologies! We're happy to help answer any support questions via Twitter. Feel free to reply with details if they come to mind!,1499
1499,0.7088,Thu Jan 05 23:35:50 +0000 2017,0.087,0.566,0.347,@elisasnd We apologize for the delay. A Client Care specialist will be reaching out to you. Thank you for your patience!,1500
1500,0.8615,Thu Jan 05 18:45:21 +0000 2017,0.0,0.665,0.335,@PaulBFit You are very welcome. Please let us know if we can assist with anything further and we will be happy to .,1501
1501,0.0772,Thu Jan 05 17:39:02 +0000 2017,0.0,0.949,0.051,@keridrugan There are number of factors affecting the wait. Can we have a department get in touch with you? Just DM us your phone # and dept,1502
1502,0.5992,Thu Jan 05 17:31:51 +0000 2017,0.069,0.693,0.238,@keridrugan So sorry! We're making a huge effort to improve our response time. Have you tried our callback option? https://t.co/yPYk8rVnPN,1503
1503,0.8802,Thu Jan 05 17:04:03 +0000 2017,0.0,0.596,0.404,"RT @stollmeyer: Thanks again for having me on @MadMoneyOnCNBC, @JimCramer! Loved sharing the @mindbodyonline story with you! https://t.co/P…",1504
1504,-0.5093,Thu Jan 05 14:43:07 +0000 2017,0.17,0.83,0.0,"@BareGubs We're sorry that you're having trouble! Can you try deleting the app, restarting your phone, and try again when connected to WiFi?",1505
1505,0.8829,Thu Jan 05 14:37:53 +0000 2017,0.0,0.627,0.373,"RT @NASDAQ: #FitWeek Day 3! Today's #FitTips from @mindbodyonline!
1. Path to Progress
2. Relax &amp; Breathe
3. Stay Encouraged
4. Thank Your…",1506
1506,0.4574,Thu Jan 05 14:27:54 +0000 2017,0.0,0.85,0.15,RT @NASDAQ: 🏋🏼@mindbodyonline and special guest @twoodley ring the @Nasdaq Opening Bell in celebration of #FitWeek ! $MB https://t.co/7zObk…,1507
1507,0.4939,Thu Jan 05 13:57:57 +0000 2017,0.0,0.824,0.176,RT @TWooodley: @NASDAQ honor to be apart of the Bell Ringing ceremony with @mindbodyonline #ProudClient https://t.co/jHKVs9fIjV,1508
1508,0.0,Thu Jan 05 13:57:09 +0000 2017,0.0,1.0,0.0,RT @NASDAQ: Looking forward to today's #Nasdaq Opening Bell with @mindbodyonline as our annual #FitWeek celebration continues! https://t.co…,1509
1509,0.8313,Thu Jan 05 12:54:54 +0000 2017,0.0,0.723,0.277,@DarrenSurrey Thank you for contacting us. We would love to take a look! Could you DM us the email that you are reaching out to us from?,1510
1510,0.7351,Thu Jan 05 06:11:23 +0000 2017,0.0,0.709,0.291,@PaulBFit 2/2 To help prevent this in the future we will be sure to pass your feedback along to our management team as well.,1511
1511,0.5994,Thu Jan 05 06:10:55 +0000 2017,0.054,0.717,0.229,@PaulBFit 1/2 We apologize for the long wait times. We are currently working on increasing our support staff to meet the increase in demand.,1512
1512,0.2732,Wed Jan 04 23:58:13 +0000 2017,0.0,0.896,0.104,"@ZacDavies If your clients are using the MINDBODY® app, they can set up automatic calendar syncing as well. https://t.co/6DeT9GuKgk",1513
1513,0.0,Wed Jan 04 23:52:55 +0000 2017,0.0,1.0,0.0,@ZacDavies You can add an ics file to the appt confirmation &amp; appt reminder emails.  You can also enable change notification to send clients,1514
1514,0.6249,Wed Jan 04 23:42:42 +0000 2017,0.0,0.709,0.291,@PaulBFit Have you also tried our great live chat option? https://t.co/YwPRgYo3Q8,1515
1515,-0.3182,Wed Jan 04 22:46:49 +0000 2017,0.119,0.881,0.0,@PaulBFit Apologies for the delay. We are experiencing higher call volumes.  We can suggest initiating a call back https://t.co/Mk1Sg7JRlp,1516
1516,0.0,Wed Jan 04 19:05:22 +0000 2017,0.0,1.0,0.0,"The start of a new year naturally brings an influx of new customers, but how do you keep them for the long run? https://t.co/gDElzjgglF",1517
1517,0.3182,Wed Jan 04 17:06:32 +0000 2017,0.0,0.859,0.141,"@NikkiLizMurray If that does not work, may we please have the link to the business?",1518
1518,0.3612,Wed Jan 04 17:06:07 +0000 2017,0.0,0.878,0.122,@NikkiLizMurray It seems the validations are functioning properly. We recommend clearing your browser cookies &amp; cache and trying again.,1519
1519,0.0,Wed Jan 04 17:01:42 +0000 2017,0.0,1.0,0.0,@NikkiLizMurray We completed a sale in a test site with your email address and sent the receipt. Have you received this email?,1520
1520,0.7549,Wed Jan 04 16:58:45 +0000 2017,0.0,0.718,0.282,"@NikkiLizMurray Thank you. We still have not had an error while submitting a support request, using Firefox. We're going to test a sale now.",1521
1521,-0.5499,Wed Jan 04 16:43:13 +0000 2017,0.157,0.843,0.0,"@NikkiLizMurray We performed some tests, using this email address, but didn't receive the posted error. Which browser are you using?",1522
1522,0.128,Wed Jan 04 16:17:47 +0000 2017,0.148,0.671,0.181,@NikkiLizMurray Our apologies for any difficulties you've experienced. How can we help?,1523
1523,0.0,Wed Jan 04 01:28:43 +0000 2017,0.0,1.0,0.0,Is starting a new studio or expanding your current business one of your resolutions? Keep these things in mind: https://t.co/LAkpcIsfxn,1524
1524,0.34,Tue Jan 03 02:48:46 +0000 2017,0.059,0.818,0.123,@PiesFitnessYoga Sorry to hear you are experiencing issues. Are you already in contact with Tech Support or can we assist?,1525
1525,0.3612,Mon Jan 02 21:38:56 +0000 2017,0.0,0.872,0.128,"@vancitylc Thank you for providing your contact information, you will be contacted by one of our supervisors soon.",1526
